street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,missing
506 BEDFORD CT,ROSEVILLE,95661,CA,4,2,2295,Residential,2008-05-16,360000,38.733985,-121.236766,False
9048 PINTO CANYON WAY,ROSEVILLE,95747,CA,4,3,2577,Residential,2008-05-16,367463,38.792493,-121.331899,False
14004 WALNUT AVE,WALNUT GROVE,95690,CA,3,1,1727,Residential,2008-05-16,380000,38.247659,-121.515129,False
6905 FRANKFORT CT,ELK GROVE,95758,CA,3,2,1485,Residential,2008-05-16,380578,38.429139,-121.423444,False
3621 WINTUN DR,CARMICHAEL,95608,CA,3,2,1655,Residential,2008-05-16,386222,38.629929,-121.323086,False
1975 SIDESADDLE WAY,ROSEVILLE,95661,CA,3,2,2049,Residential,2008-05-16,395500,38.737872,-121.249025,False
9677 PILLITERI CT,ELK GROVE,95757,CA,5,3,2875,Residential,2008-05-16,397000,38.405571,-121.445186,False
556 PLATT CIR,EL DORADO HILLS,95762,CA,4,2,2199,Residential,2008-05-16,400000,38.656299,-121.079783,False
1124 PERKINS WAY,SACRAMENTO,95818,CA,2,1,1304,Residential,2008-05-16,413500,38.551611,-121.504437,False
4748 SALEM WAY,CARMICHAEL,95608,CA,3,2,2334,Residential,2008-05-16,415000,38.634111,-121.353376,False
1484 RADCLIFFE WAY,AUBURN,95603,CA,4,3,2278,Residential,2008-05-16,420454,38.935579,-121.079018,False
51 AIKEN WAY,SACRAMENTO,95819,CA,3,1,1493,Residential,2008-05-16,425000,38.579326,-121.44252,False
700 HUNTER PL,FOLSOM,95630,CA,5,3,2787,Residential,2008-05-16,441000,38.66051,-121.163689,False
1240 FAY CIR,SACRAMENTO,95831,CA,5,3,2824,Residential,2008-05-16,445000,38.506371,-121.514456,False
1113 SANDWICK WAY,FOLSOM,95630,CA,4,3,3261,Residential,2008-05-16,446000,38.673882,-121.105077,False
3108 DELWOOD WAY,SACRAMENTO,95821,CA,4,2,2053,Residential,2008-05-16,450000,38.621566,-121.370882,False
3212 CORNICHE LN,ROSEVILLE,95661,CA,4,3,2379,Residential,2008-05-16,455000,38.750577,-121.232768,False
8217 PLUMERIA AVE,FAIR OAKS,95628,CA,3,2,3173,Residential,2008-05-16,525000,38.650735,-121.258628,False
3863 LAS PASAS WAY,SACRAMENTO,95864,CA,3,1,1348,Residential,2008-05-16,545000,38.588936,-121.373606,False
1165 37TH ST,SACRAMENTO,95816,CA,2,1,1252,Residential,2008-05-16,575000,38.568438,-121.457854,False
203 CASCADE FALLS DR,FOLSOM,95630,CA,4,3,3229,Residential,2008-05-16,575000,38.703962,-121.1871,False
9880 IZILDA CT,SACRAMENTO,95829,CA,5,4,3863,Residential,2008-05-16,598695,38.45326,-121.32573,False
620 KESWICK CT,GRANITE BAY,95746,CA,4,3,2356,Residential,2008-05-16,600000,38.732096,-121.219142,False
8432 BRIGGS DR,ROSEVILLE,95747,CA,5,3,3579,Residential,2008-05-16,610000,38.78861,-121.339495,False
9401 BARREL RACER CT,WILTON,95693,CA,4,3,4400,Residential,2008-05-16,884790,38.415298,-121.194858,False
14151 INDIO DR,SLOUGHHOUSE,95683,CA,3,4,5822,Residential,2008-05-16,2000,38.490447,-121.129337,False
7401 TOULON LN,SACRAMENTO,95828,CA,4,2,1512,Residential,2008-05-15,56950,38.488628,-121.387759,False
9127 NEWHALL DR Unit 34,SACRAMENTO,95826,CA,1,1,611,Condo,2008-05-15,60000,38.542419,-121.359904,False
5937 BAMFORD DR,SACRAMENTO,95823,CA,2,1,876,Residential,2008-05-15,61000,38.471139,-121.432255,False
5672 HILLSDALE BLVD,SACRAMENTO,95842,CA,2,1,933,Condo,2008-05-15,62000,38.670467,-121.359799,False
3920 39TH ST,SACRAMENTO,95820,CA,2,1,864,Residential,2008-05-15,68566,38.539213,-121.46393,False
701 JESSIE AVE,SACRAMENTO,95838,CA,2,1,1011,Residential,2008-05-15,70000,38.643978,-121.449562,False
83 ARCADE BLVD,SACRAMENTO,95815,CA,4,2,1158,Residential,2008-05-15,80000,38.618716,-121.466327,False
601 REGGINALD WAY,SACRAMENTO,95838,CA,3,2,1092,Residential,2008-05-15,85500,38.64472,-121.452228,False
550 DEL VERDE CIR,SACRAMENTO,95833,CA,2,1,956,Condo,2008-05-15,92000,38.627147,-121.500799,False
4113 DAYSTAR CT,SACRAMENTO,95824,CA,2,2,1139,Residential,2008-05-15,93600,38.520469,-121.458606,False
7374 TISDALE WAY,SACRAMENTO,95822,CA,3,1,1058,Residential,2008-05-15,95000,38.488238,-121.472561,False
3348 RIO LINDA BLVD,SACRAMENTO,95838,CA,3,2,1040,Residential,2008-05-15,97750,38.628842,-121.446127,False
3935 LIMESTONE WAY,SACRAMENTO,95823,CA,3,2,1354,Residential,2008-05-15,104000,38.484374,-121.463157,False
6208 GRATTAN WAY,NORTH HIGHLANDS,95660,CA,3,1,1051,Residential,2008-05-15,105000,38.679279,-121.376615,False
739 E WOODSIDE LN Unit E,SACRAMENTO,95825,CA,1,1,682,Condo,2008-05-15,107666,38.578675,-121.409951,False
4225 46TH AVE,SACRAMENTO,95824,CA,3,1,1161,Residential,2008-05-15,109000,38.511893,-121.457676,False
1434 BELL AVE,SACRAMENTO,95838,CA,3,1,1004,Residential,2008-05-15,110000,38.647398,-121.432914,False
5628 GEORGIA DR,NORTH HIGHLANDS,95660,CA,3,1,1229,Residential,2008-05-15,110000,38.669587,-121.379879,False
7629 BETH ST,SACRAMENTO,95832,CA,3,2,1249,Residential,2008-05-15,112500,38.480126,-121.487869,False
2277 BABETTE WAY,SACRAMENTO,95832,CA,3,2,1161,Residential,2008-05-15,114800,38.479593,-121.48434,False
6561 WEATHERFORD WAY,SACRAMENTO,95823,CA,3,1,1010,Residential,2008-05-15,116000,38.465551,-121.42661,False
5136 CABOT CIR,SACRAMENTO,95820,CA,4,2,1462,Residential,2008-05-15,121500,38.528479,-121.411806,False
7730 ROBINETTE RD,SACRAMENTO,95828,CA,3,2,1269,Residential,2008-05-15,122000,38.47709,-121.410569,False
87 LACAM CIR,SACRAMENTO,95820,CA,2,2,1188,Residential,2008-05-15,123675,38.532359,-121.41167,False
1691 NOGALES ST,SACRAMENTO,95838,CA,4,2,1570,Residential,2008-05-15,126854,38.631925,-121.427775,False
3118 42ND ST,SACRAMENTO,95817,CA,3,2,1093,Residential,2008-05-15,127059,38.546091,-121.457745,False
7517 50TH AVE,SACRAMENTO,95828,CA,3,1,962,Residential,2008-05-15,128687,38.507339,-121.416267,False
4071 EVALITA WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,2008-05-15,129500,38.466388,-121.458861,False
7928 36TH AVE,SACRAMENTO,95824,CA,3,2,1127,Residential,2008-05-15,130000,38.52049,-121.411383,False
6631 DEMARET DR,SACRAMENTO,95822,CA,4,2,1309,Residential,2008-05-15,131750,38.506382,-121.483574,False
7043 9TH AVE,RIO LINDA,95673,CA,2,1,970,Residential,2008-05-15,132000,38.695589,-121.444133,False
97 KENNELFORD CIR,SACRAMENTO,95823,CA,3,2,1144,Residential,2008-05-15,134000,38.462376,-121.426556,False
2636 TRONERO WAY,RANCHO CORDOVA,95670,CA,3,1,1000,Residential,2008-05-15,134000,38.593049,-121.30304,False
3604 KODIAK WAY,ANTELOPE,95843,CA,3,2,1206,Residential,2008-05-15,142000,38.706175,-121.379776,False
2149 COTTAGE WAY,SACRAMENTO,95825,CA,3,1,1285,Residential,2008-05-15,143012,38.603593,-121.417011,False
8632 PRAIRIEWOODS DR,SACRAMENTO,95828,CA,3,2,1543,Residential,2008-05-15,145846,38.477563,-121.384382,False
612 STONE BLVD,WEST SACRAMENTO,95691,CA,2,1,884,Residential,2008-05-15,147000,38.563084,-121.535579,False
4180 12TH AVE,SACRAMENTO,95817,CA,3,1,1019,Residential,2008-05-15,148750,38.54117,-121.458129,False
8025 ARROYO VISTA DR,SACRAMENTO,95823,CA,4,2,1392,Residential,2008-05-15,150000,38.46654,-121.419029,False
5754 WALERGA RD Unit 4,SACRAMENTO,95842,CA,2,1,924,Condo,2008-05-15,150454,38.672567,-121.356754,False
8 LA ROCAS CT,SACRAMENTO,95823,CA,3,2,1217,Residential,2008-05-15,151087,38.46616,-121.448283,False
8636 LONGSPUR WAY,ANTELOPE,95843,CA,3,2,1670,Residential,2008-05-15,157296,38.725873,-121.35856,False
1941 EXPEDITION WAY,SACRAMENTO,95832,CA,3,2,1302,Residential,2008-05-15,157500,38.473775,-121.493777,False
4351 TURNBRIDGE DR,SACRAMENTO,95823,CA,3,2,1488,Residential,2008-05-15,160000,38.502034,-121.456027,False
6513 HOLIDAY WAY,NORTH HIGHLANDS,95660,CA,3,2,1373,Residential,2008-05-15,160000,38.685361,-121.376938,False
8321 MISTLETOE WAY,CITRUS HEIGHTS,95621,CA,4,2,1381,Residential,2008-05-15,161250,38.717738,-121.308322,False
5920 VALLEY GLEN WAY,SACRAMENTO,95823,CA,3,2,1265,Residential,2008-05-15,164000,38.462821,-121.433135,False
2601 SAN FERNANDO WAY,SACRAMENTO,95818,CA,2,1,881,Residential,2008-05-15,165000,38.556178,-121.476256,False
8008 SAINT HELENA CT,SACRAMENTO,95829,CA,4,2,1608,Residential,2008-05-15,165750,38.467012,-121.359969,False
6517 DONEGAL DR,CITRUS HEIGHTS,95621,CA,3,1,1344,Residential,2008-05-15,166000,38.681554,-121.312934,False
1001 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1202,Residential,2008-05-15,169000,38.634292,-121.485106,False
604 P ST,LINCOLN,95648,CA,3,2,1104,Residential,2008-05-15,170000,38.893168,-121.305398,False
7351 GIGI PL,SACRAMENTO,95828,CA,4,2,1859,Multi-Family,2008-05-15,170000,38.490606,-121.410173,False
7740 DIXIE LOU ST,SACRAMENTO,95832,CA,3,2,1232,Residential,2008-05-15,170000,38.475853,-121.477039,False
7342 DAVE ST,SACRAMENTO,95828,CA,3,1,1638,Residential,2008-05-15,170725,38.490822,-121.401643,False
7687 HOWERTON DR,SACRAMENTO,95831,CA,2,2,1177,Residential,2008-05-15,171750,38.480859,-121.539745,False
26 KAMSON CT,SACRAMENTO,95833,CA,3,2,1582,Residential,2008-05-15,172000,38.622794,-121.499173,False
7045 PEEVEY CT,SACRAMENTO,95823,CA,2,2,904,Residential,2008-05-15,173056,38.502254,-121.451444,False
8916 GABLES MILL PL,ELK GROVE,95758,CA,3,2,1340,Residential,2008-05-15,174000,38.433919,-121.422347,False
1140 EDMONTON DR,SACRAMENTO,95833,CA,3,2,1204,Residential,2008-05-15,174250,38.62457,-121.486913,False
8879 APPLE PEAR CT,ELK GROVE,95624,CA,4,2,1477,Residential,2008-05-15,176850,38.44574,-121.3725,False
9 WIND CT,SACRAMENTO,95823,CA,4,2,1497,Residential,2008-05-15,179500,38.45073,-121.427528,False
8570 SHERATON DR,FAIR OAKS,95628,CA,3,1,960,Residential,2008-05-15,185000,38.667254,-121.240708,False
1080 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1428,Residential,2008-05-15,188700,38.634335,-121.486098,False
5501 VALLETTA WAY,SACRAMENTO,95820,CA,3,1,1039,Residential,2008-05-15,189000,38.530144,-121.43749,False
5624 MEMORY LN,FAIR OAKS,95628,CA,3,1,1529,Residential,2008-05-15,189000,38.66745,-121.2364,False
6622 WILLOWLEAF DR,CITRUS HEIGHTS,95621,CA,4,3,1892,Residential,2008-05-15,189836,38.699714,-121.311635,False
27 MEGAN CT,SACRAMENTO,95838,CA,4,2,1887,Residential,2008-05-15,190000,38.649258,-121.465308,False
6601 WOODMORE OAKS DR,ORANGEVALE,95662,CA,3,2,1294,Residential,2008-05-15,191250,38.687006,-121.254319,False
1973 DANVERS WAY,SACRAMENTO,95832,CA,3,2,1638,Residential,2008-05-15,191675,38.477568,-121.492574,False
8001 ARROYO VISTA DR,SACRAMENTO,95823,CA,3,2,1677,Residential,2008-05-15,195500,38.46734,-121.419843,False
7409 VOYAGER WAY,CITRUS HEIGHTS,95621,CA,3,1,1073,Residential,2008-05-15,198000,38.700717,-121.3133,False
815 CROSSWIND DR,SACRAMENTO,95838,CA,3,2,1231,Residential,2008-05-15,200000,38.651386,-121.45042,False
5509 LAGUNA CREST WAY,ELK GROVE,95758,CA,3,2,1175,Residential,2008-05-15,200000,38.42442,-121.440357,False
8424 MERRY HILL WAY,ELK GROVE,95624,CA,3,2,1416,Residential,2008-05-15,200000,38.452075,-121.366461,False
5954 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1358,Residential,2008-05-15,201528,38.68197,-121.500025,False
8789 SEQUOIA WOOD CT,ELK GROVE,95624,CA,4,2,1609,Residential,2008-05-15,204750,38.438818,-121.37443,False
6600 SILVERTHORNE CIR,SACRAMENTO,95842,CA,4,3,1968,Residential,2008-05-15,205000,38.68607,-121.342369,False
2221 2ND AVE,SACRAMENTO,95818,CA,2,2,1089,Residential,2008-05-15,205000,38.555781,-121.485331,False
3230 SMATHERS WAY,CARMICHAEL,95608,CA,3,2,1296,Residential,2008-05-15,205900,38.623372,-121.347665,False
5209 LAGUNA CREST WAY,ELK GROVE,95758,CA,2,2,1189,Residential,2008-05-15,207000,38.424421,-121.443915,False
416 LEITCH AVE,SACRAMENTO,95815,CA,2,1,795,Residential,2008-05-15,207973,38.612694,-121.456669,False
2100 BEATTY WAY,ROSEVILLE,95747,CA,3,2,1371,Residential,2008-05-15,208250,38.737882,-121.308142,False
6920 GILLINGHAM WAY,NORTH HIGHLANDS,95660,CA,3,1,1310,Residential,2008-05-15,208318,38.694279,-121.373395,False
82 WILDFLOWER DR,GALT,95632,CA,3,2,1262,Residential,2008-05-15,209347,38.259708,-121.311616,False
8652 BANTON CIR,ELK GROVE,95624,CA,4,2,1740,Residential,2008-05-15,211500,38.444,-121.370993,False
8428 MISTY PASS WAY,ANTELOPE,95843,CA,3,2,1517,Residential,2008-05-15,212000,38.722959,-121.347115,False
7958 ROSEVIEW WAY,SACRAMENTO,95828,CA,3,2,1450,Residential,2008-05-15,213000,38.467836,-121.410366,False
9020 LUKEN CT,ELK GROVE,95624,CA,3,2,1416,Residential,2008-05-15,216000,38.451398,-121.366614,False
7809 VALLECITOS WAY,SACRAMENTO,95828,CA,3,1,888,Residential,2008-05-15,216021,38.508217,-121.411207,False
8445 OLD AUBURN RD,CITRUS HEIGHTS,95610,CA,3,2,1882,Residential,2008-05-15,219000,38.715423,-121.246743,False
10085 ATKINS DR,ELK GROVE,95757,CA,3,2,1302,Residential,2008-05-15,219794,38.390893,-121.437821,False
9185 CERROLINDA CIR,ELK GROVE,95758,CA,3,2,1418,Residential,2008-05-15,220000,38.424497,-121.426595,False
5429 HESPER WAY,CARMICHAEL,95608,CA,4,2,1319,Residential,2008-05-15,220000,38.665104,-121.315901,False
1178 WARMWOOD CT,GALT,95632,CA,4,2,1770,Residential,2008-05-15,220000,38.289544,-121.284607,False
4900 ELUDE CT,SACRAMENTO,95842,CA,4,2,1627,Residential,2008-05-15,223000,38.69674,-121.350519,False
3528 SAINT GEORGE DR,SACRAMENTO,95821,CA,3,1,1040,Residential,2008-05-15,224000,38.629468,-121.376445,False
7381 WASHBURN WAY,NORTH HIGHLANDS,95660,CA,3,1,960,Residential,2008-05-15,224252,38.70355,-121.375103,False
7540 HICKORY AVE,ORANGEVALE,95662,CA,3,1,1456,Residential,2008-05-15,225000,38.703056,-121.235221,False
5024 CHAMBERLIN CIR,ELK GROVE,95757,CA,3,2,1450,Residential,2008-05-15,228000,38.389756,-121.446246,False
2400 INVERNESS DR,LINCOLN,95648,CA,3,2,1358,Residential,2008-05-15,229027,38.897814,-121.324691,False
5 BISHOPGATE CT,SACRAMENTO,95823,CA,4,2,1329,Residential,2008-05-15,229500,38.467936,-121.445477,False
5601 REXLEIGH DR,SACRAMENTO,95823,CA,4,2,1715,Residential,2008-05-15,230000,38.445342,-121.441504,False
1909 YARNELL WAY,ELK GROVE,95758,CA,3,2,1262,Residential,2008-05-15,230000,38.417382,-121.484325,False
9169 GARLINGTON CT,SACRAMENTO,95829,CA,4,3,2280,Residential,2008-05-15,232425,38.457679,-121.35962,False
6932 RUSKUT WAY,SACRAMENTO,95823,CA,3,2,1477,Residential,2008-05-15,234000,38.499893,-121.45889,False
7933 DAFFODIL WAY,CITRUS HEIGHTS,95610,CA,3,2,1216,Residential,2008-05-15,235000,38.708824,-121.256803,False
8304 RED FOX WAY,ELK GROVE,95758,CA,4,2,1685,Residential,2008-05-15,235301,38.417,-121.397424,False
3882 YELLOWSTONE LN,EL DORADO HILLS,95762,CA,3,2,1362,Residential,2008-05-15,235738,38.655245,-121.075915,False
